Horodateur,Vous êtes actuellement :,Quelle était votre série au Baccalauréat ?,Quelles étaient vos matières préférées au lycée ?,Dans quelles matières vous étiez doués?,Dans quelles activités pensez-vous être naturellement à l'aise ?,"Parmi les activités suivantes, lesquelles vous attirent le plus ?",Quel type de problème aimez-vous le plus résoudre ?,Quel type d'activité pédagogique vous attire le plus ?,Aimez-vous plutôt la pratique ou les leçons (théorie) ?,Quel rythme de travail vous correspond le mieux ?,Dans quel environnement aimeriez-vous travailler ?,Quels sont vos domaines d'intérêt principaux ?,Préférez-vous travailler principalement,Qu'est-ce qui est le plus important pour vous dans le choix d'une formation ?,"si vous devenez etudiant à l'ISPM, quel filière choisiriez vous?","Si vous êtes diplômé(e) / professionnel(le), quel est votre métier actuel ?","Si vous êtes diplômés, avec le recul, quel est votre niveau de satisfaction concernant l'adéquation entre votre formation et votre métier ?"
2026-08-15 10:39:04,Étudiant(e),G,Français; Histoire; Anglais,Français,Créer; Rédiger; Communiquer,Créer du contenu; Organiser des événements; Communiquer; Présenter,Problèmes de communication,Projets; Travaux de groupe,Pratique,Dynamique,Agence,Médias; Événementiel,En équipe,La possibilité d'évoluer professionnellement,TEH,Journaliste,1.0
2026-07-22 16:03:34,Étudiant(e),S,Mathématiques; Anglais; Physique,Mathématiques; Informatique,Travailler avec des données; Analyser des informations; Utiliser des outils informatiques,Automatiser des tâches; Analyser des données,Problèmes logiques et techniques,Programmation,Pratique,Intensif et régulier,Entreprise,Technologie; Programmation,En équipe,Les débouchés professionnels,ISAIA,Développeur full-stack,3.0
2026-07-04 17:19:48,Professionnel(le),S,Mathématiques; SVT; Physique,Mathématiques,Analyser; Observer; Résoudre des problèmes; Expérimenter,Rechercher; Faire des expériences,Problèmes scientifiques,Travaux pratiques,Pratique et théorie,Intensif et régulier,Laboratoire; Industrie,Environnement; Technologie,En équipe,Acquérir une formation solide,IMTICIA,Technicien informatique,5.0
2026-08-01 12:40:35,Étudiant(e),A1,Français; Économie; Gestion,Mathématiques; Gestion,Planifier; Calculer; Analyser des données,Analyser un marché; Gérer un projet; Planifier,Problèmes économiques et organisationnels,Projets,Pratique,Dynamique,Bureau,Économie; Entrepreneuriat,Seul ou en équipe,Créer mon entreprise,CAA,Business developer,1.0
2026-07-03 16:39:20,Étudiant(e),G,Mathématiques; Gestion; Français,Économie,Calculer; Organiser; Planifier; Analyser des données,Planifier; Analyser un marché; Organiser; Gérer un projet,Problèmes économiques et organisationnels,Études de cas; Exercices pratiques,Pratique et théorie,Dynamique,Bureau; Administration,Gestion; Économie; Management,En équipe,Les perspectives de carrière,EMP,Journaliste,5.0
2026-07-13 17:17:10,Étudiant(e),S,SVT; Chimie,Physique,Analyser; Expérimenter; Observer; Manipuler des outils ou équipements,Rechercher; Mesurer,Problèmes scientifiques et expérimentaux,Expériences,Pratique,Progressif,Laboratoire; Industrie,Chimie; Environnement; Laboratoire,Seul ou en équipe,La pratique professionnelle,GCA,Chercheur,4.0
2026-08-25 16:46:30,Professionnel(le),A1,Philosophie; Français,Français,Argumenter; Analyser des textes; Rédiger,Débattre; Rédiger; Faire des recherches; Lire des documents,Problèmes juridiques et sociaux,Débats; Lectures,Théorie,Calme et régulier,Cabinet; Tribunal,Administration; Justice; Droits humains,Seul ou en équipe,Aimer le domaine étudié,DTJA,Juriste,4.0
2026-08-06 15:24:12,Professionnel(le),A1,Anglais; Français; Philosophie,Histoire; Philosophie,Rédiger; Communiquer; Analyser des textes,Rédiger; Faire des recherches; Débattre; Lire des documents,Problèmes juridiques et sociaux,Lectures; Débats,Théorie,Régulier,Cabinet,Justice; Droit; Administration,Seul,La reconnaissance du diplôme,DTJA,Conseiller juridique,4.0
2026-08-15 16:26:11,Étudiant(e),A1,Français; Anglais; Histoire,Anglais,Communiquer; Créer,Organiser des événements; Présenter; Communiquer; Créer du contenu,Problèmes de communication,Projets,Pratique et théorie,Intensif et régulier,Studio; Agence,Communication; Événementiel,En équipe,Développer son réseau professionnel,TEH,Community manager,3.0
2026-07-06 11:51:33,Étudiant(e),A2,Français; Histoire; Anglais,Français; Philosophie,Analyser des textes; Communiquer; Argumenter,Lire des documents; Rédiger; Faire des recherches; Débattre,Problèmes juridiques et sociaux,Lectures; Études de cas,Théorie,Calme et régulier,Institution publique; Tribunal,Administration; Société; Droit,Seul ou en équipe,La stabilité professionnelle,IAA,Ingénieur agroalimentaire,2.0
2026-08-12 14:52:55,Étudiant(e),C,Physique; SVT,Mathématiques; SVT,Observer; Manipuler des outils ou équipements; Expérimenter; Analyser,Analyser des substances; Mesurer; Faire des expériences; Rechercher,Problèmes scientifiques et expérimentaux,Travaux pratiques; Expériences,Pratique et théorie,Progressif,Centre de recherche,Industrie; Chimie,Seul ou en équipe,Acquérir une formation solide,ICMP,Technicien qualité,5.0
2026-07-01 13:24:42,Professionnel(le),G,Mathématiques; Gestion,Mathématiques; Économie,Organiser; Être rigoureux; Calculer,Gérer; Faire des calculs; Analyser des données; Analyser des comptes,Problèmes financiers,Exercices,Théorie et pratique,Régulier,Bureau,Comptabilité; Audit,Seul,La stabilité professionnelle,FIC,Comptable,5.0
2026-08-15 09:05:28,Étudiant(e),A2,Économie; Français; Mathématiques,Français,Organiser; Communiquer,Faire du commerce; Communiquer; Analyser un marché,Problèmes commerciaux,Projets; Études de cas,Pratique et théorie,Dynamique,Agence,Marketing; Vente; Commerce; Entrepreneuriat,En équipe,Les débouchés professionnels,PIP,Spécialiste en réglementaire pharmaceutique,5.0
2026-07-04 15:01:05,Professionnel(le),A1,Mathématiques; Économie; Français,Français; Économie,Communiquer; Négocier,Communiquer; Faire du commerce; Analyser un marché,Problèmes commerciaux,Simulations; Projets,Pratique et théorie,Dynamique,Commerce; Agence,Commerce; Entrepreneuriat,En équipe,Les débouchés professionnels,CAA,Business developer,1.0
2026-07-24 15:31:38,Étudiant(e),C,Chimie; Physique,Physique; Mathématiques,Analyser; Observer; Résoudre des problèmes; Expérimenter,Analyser; Rechercher; Faire des expériences; Concevoir,Problèmes scientifiques,Expériences,Pratique et théorie,Régulier,Industrie,Technologie; Sciences; Recherche; Environnement,En équipe,Être utile à la société,EMII,Assistant de recherche,5.0
2026-08-23 12:44:23,Professionnel(le),A2,Histoire; Anglais,Histoire,Analyser des textes; Rédiger; Communiquer,Faire des recherches; Rédiger; Lire des documents; Débattre,Problèmes juridiques et sociaux,Débats; Études de cas,Pratique et théorie,Régulier,Cabinet,Administration; Droits humains,Seul,Aimer le domaine étudié,AEE,Éleveur,5.0
2026-08-11 08:04:16,Étudiant(e),S,Chimie; Physique,SVT; Chimie,Analyser; Observer,Mesurer; Rechercher; Faire des expériences; Analyser des substances,Problèmes scientifiques et expérimentaux,Laboratoire; Expériences,Pratique et théorie,Progressif,Centre de recherche,Industrie; Laboratoire; Chimie,En équipe,Aimer le domaine étudié,PIP,Pharmacien,2.0
2026-07-31 07:01:28,Étudiant(e),D,Physique; SVT,Chimie,Analyser; Manipuler des outils ou équipements,Rechercher; Mesurer,Problèmes scientifiques et expérimentaux,Expériences,Pratique,Progressif,Industrie; Centre de recherche,Industrie; Chimie; Laboratoire,En équipe,Aimer le domaine étudié,GCA,Technicien,1.0
2026-07-02 13:52:24,Étudiant(e),G,Histoire; Français; Anglais,Anglais,Créer; Rédiger,Communiquer; Organiser des événements; Créer du contenu,Problèmes de communication,Projets; Travaux de groupe,Pratique et théorie,Dynamique,Média,Médias; Marketing; Événementiel; Communication,En équipe,Développer son réseau professionnel,TEH,Community manager,1.0
2026-07-19 11:39:52,Étudiant(e),D,Mathématiques; Physique,Physique,Analyser; Expérimenter,Rechercher; Concevoir; Analyser,Problèmes scientifiques,Travaux pratiques,Pratique et théorie,Régulier,Industrie; Laboratoire,Environnement; Technologie; Sciences; Recherche,Seul ou en équipe,Être utile à la société,IMTICIA,Ingénieur logiciel,5.0
2026-07-20 16:27:11,Professionnel(le),S,Mathématiques; Physique,Mathématiques,Observer; Analyser,Faire des expériences; Concevoir; Analyser,Problèmes scientifiques,Expériences; Recherche,Pratique et théorie,Intensif et régulier,Centre de recherche,Sciences; Technologie; Environnement; Recherche,Seul ou en équipe,Être utile à la société,IMTICIA,Assistant de recherche,1.0
2026-08-24 16:39:48,Étudiant(e),S,Mathématiques; Physique; Chimie,Mathématiques; Physique,Résoudre des problèmes; Analyser,Concevoir; Rechercher; Analyser; Faire des expériences,Problèmes scientifiques,Travaux pratiques,Pratique et théorie,Intensif et régulier,Industrie,Recherche; Environnement; Technologie; Sciences,En équipe,Être utile à la société,GCA,Chercheur,4.0
2026-08-16 08:10:12,Professionnel(le),S,Chimie; SVT,Physique,Observer; Manipuler des outils ou équipements,Analyser des substances; Rechercher; Faire des expériences; Mesurer,Problèmes scientifiques et expérimentaux,Laboratoire,Pratique et théorie,Régulier,Industrie; Centre de recherche,Laboratoire; Chimie,Seul ou en équipe,Aimer le domaine étudié,ICMP,Chercheur,4.0
2026-08-15 11:41:02,Étudiant(e),A1,Mathématiques; Gestion,Mathématiques,Calculer; Planifier,Planifier; Gérer un projet; Analyser un marché,Problèmes économiques et organisationnels,Études de cas,Pratique et théorie,Régulier,Administration,Management; Économie; Gestion; Entrepreneuriat,En équipe,Les perspectives de carrière,FIC,Contrôleur de gestion,3.0
2026-07-22 16:18:23,Étudiant(e),A1,Histoire; Anglais,Français; Histoire,Rédiger; Argumenter; Communiquer; Analyser des textes,Faire des recherches; Débattre,Problèmes juridiques et sociaux,Études de cas; Lectures,Pratique et théorie,Calme et régulier,Institution publique,Justice; Droit; Société,Seul ou en équipe,La stabilité professionnelle,DTJA,Juriste,2.0
2026-07-09 13:06:37,Étudiant(e),A1,Français; Anglais; Histoire,Français; Anglais,Rédiger; Présenter; Créer; Communiquer,Présenter; Communiquer; Créer du contenu; Organiser des événements,Problèmes de communication,Projets; Travaux de groupe,Pratique et théorie,Dynamique,Entreprise; Studio,Marketing; Communication; Médias,En équipe,La possibilité d'évoluer professionnellement,TEH,Responsable communication,2.0
2026-07-08 08:09:49,Professionnel(le),A2,Anglais; Français,Anglais; Français,Créer; Communiquer; Rédiger; Présenter,Communiquer; Créer du contenu,Problèmes de communication,Présentations,Pratique,Dynamique,Agence; Studio,Événementiel; Marketing; Publicité,En équipe,Développer son réseau professionnel,AEE,Biologiste,5.0
2026-07-01 09:39:15,Étudiant(e),S,Mathématiques; Anglais,Mathématiques,Travailler avec des données; Utiliser des outils informatiques; Résoudre des problèmes logiques,Automatiser des tâches; Programmer,Problèmes logiques et techniques,Travaux dirigés; Projets pratiques,Pratique et théorie,Régulier,Bureau; Startup,Data; Intelligence artificielle; Programmation; Technologie,En équipe,Travailler dans un secteur innovant,ISAIA,Data scientifique,4.0
2026-08-17 10:10:02,Étudiant(e),S,Physique; Mathématiques; Anglais,Informatique; Mathématiques,Travailler avec des données; Utiliser des outils informatiques; Analyser des informations,Programmer; Créer des applications; Analyser des données,Problèmes logiques et techniques,Programmation,Pratique et théorie,Intensif et régulier,Startup; Télétravail,Programmation; Technologie; Data,Seul ou en petite équipe,Développer des compétences professionnelles,IGGLIA,Analyste cyber-sécurité,5.0
2026-07-17 17:25:23,Étudiant(e),G,Histoire; Français,Français; Anglais,Rédiger; Communiquer,Présenter; Communiquer,Problèmes de communication,Présentations,Pratique,Intensif et régulier,Agence; Entreprise,Marketing; Publicité,En équipe,Développer mes compétences relationnelles,TEE,Responsable marketing,5.0
2026-08-03 12:20:38,Étudiant(e),S,Chimie; Mathématiques; Physique,Physique,Analyser; Résoudre des problèmes,Faire des expériences; Concevoir,Problèmes scientifiques,Travaux pratiques,Pratique et théorie,Régulier,Industrie,Sciences; Technologie,Seul ou en équipe,Être utile à la société,ESIIA,Développeur full-stack,1.0
2026-07-11 16:26:11,Étudiant(e),A1,Économie; Mathématiques,Économie; Français,Analyser; Organiser; Négocier,Analyser un marché; Négocier; Communiquer,Problèmes commerciaux,Études de cas,Pratique et théorie,Intensif,Commerce,Commerce; Marketing,En équipe,Les perspectives de carrière,TEE,Responsable marketing,4.0
2026-08-07 11:49:21,Professionnel(le),A1,Mathématiques; Économie,Économie,Analyser; Organiser; Communiquer,Analyser un marché; Négocier; Faire du commerce,Problèmes commerciaux,Études de cas; Simulations,Pratique et théorie,Dynamique,Agence,Commerce; Vente,En équipe,Créer mon entreprise,CAA,Commercial,5.0
2026-08-22 12:17:35,Professionnel(le),S,Physique; Anglais,Informatique; Mathématiques,Utiliser des outils informatiques; Analyser des informations; Résoudre des problèmes logiques; Travailler avec des données,Automatiser des tâches; Analyser des données; Programmer,Problèmes logiques et techniques,Travaux dirigés; Projets pratiques,Pratique et théorie,Intensif et régulier,Bureau; Télétravail,Robotique; Data; Technologie; Programmation,Seul ou en petite équipe,Développer des compétences professionnelles,ISAIA,Ingénieur IA,3.0
2026-08-17 11:03:18,Étudiant(e),G,Français; Mathématiques; Économie,Économie,Organiser; Communiquer; Analyser,Analyser un marché; Négocier,Problèmes commerciaux,Projets,Pratique et théorie,Dynamique,Commerce; Agence,Commerce; Entrepreneuriat; Marketing,En équipe,Créer mon entreprise,CAA,Business developer,2.0
2026-08-14 16:12:29,Étudiant(e),A1,Anglais; Philosophie,Histoire,Analyser des textes; Rédiger; Communiquer,Faire des recherches; Lire des documents,Problèmes juridiques et sociaux,Lectures; Études de cas,Pratique et théorie,Calme et régulier,Tribunal; Cabinet,Droit; Société; Administration; Droits humains,Seul,La stabilité professionnelle,DTJA,Conseiller juridique,3.0
2026-08-22 08:45:09,Professionnel(le),A1,Histoire; Anglais; Français,Philosophie,Communiquer; Rédiger; Analyser des textes,Rédiger; Débattre,Problèmes juridiques et sociaux,Débats; Lectures,Théorie,Régulier,Tribunal; Cabinet,Droit; Société; Droits humains; Administration,Seul ou en équipe,La stabilité professionnelle,DTJA,Conseiller juridique,5.0
2026-07-18 16:17:25,Étudiant(e),C,SVT; Mathématiques; Physique,Chimie; Physique,Observer; Expérimenter,Analyser des substances; Faire des expériences,Problèmes scientifiques et expérimentaux,Travaux pratiques; Expériences,Pratique,Régulier,Laboratoire,Laboratoire; Chimie; Environnement; Industrie,En équipe,Aimer le domaine étudié,ICMP,Technicien qualité,1.0
2026-08-21 15:00:17,Étudiant(e),C,SVT; Physique,SVT,Résoudre des problèmes; Observer,Analyser; Rechercher; Concevoir,Problèmes scientifiques,Travaux pratiques,Pratique et théorie,Régulier,Centre de recherche,Technologie; Environnement,Seul ou en équipe,Être utile à la société,IMTICIA,Analyste cyber-sécurité,2.0
2026-07-02 14:58:00,Étudiant(e),G,Économie; Gestion; Mathématiques,Mathématiques,Calculer; Analyser des données; Être rigoureux,Faire des calculs; Gérer,Problèmes financiers,Travaux pratiques; Exercices,Théorie et pratique,Intensif et régulier,Bureau; Banque,Comptabilité; Gestion,Seul,Les perspectives de carrière,FIC,Contrôleur de gestion,4.0
2026-07-27 12:33:07,Étudiant(e),A1,Gestion; Économie; Français,Gestion; Économie,Planifier; Calculer; Analyser des données; Organiser,Organiser; Analyser un marché; Gérer un projet; Planifier,Problèmes économiques et organisationnels,Études de cas,Pratique,Dynamique,Administration; Bureau,Entrepreneuriat; Économie; Management,En équipe,Créer mon entreprise,EMP,Business developer,1.0
2026-07-17 10:32:37,Étudiant(e),A2,Français; Histoire; Anglais,Philosophie; Histoire,Argumenter; Communiquer; Rédiger; Analyser des textes,Débattre; Lire des documents; Faire des recherches,Problèmes juridiques et sociaux,Lectures,Théorie,Régulier,Administration; Institution publique,Administration; Droit; Justice; Société,Seul ou en équipe,La stabilité professionnelle,AEE,Spécialiste en développement rural,3.0
